Numer systemowy kandydata;PESEL;Nazwisko;Imię;Telefon;E-mail;Ulica;Nr budynku;Nr mieszkania;Kod pocztowy;Imie;Miejscowość;Kod SIMC miejscowości;Gmina;Kod TERC gminy;Powiat;Kod TERC powiatu;Województwo;Kod TERC województwa;Imię i nazwisko matki;Telefon matki;E-mail matki;Ulica matki;Nr budynku matki;Nr mieszkania matki;Kod pocztowy matki;Dzielnica matki;Miejscowość matki;Kod SIMC miejscowości matki;Gmina matki;Kod TERC gminy matki;Powiat matki;Kod TERC powiatu matki;Województwo matki;Kod TERC województwa matki;Imię i nazwisko ojca;Telefon ojca;E-mail ojca;Ulica ojca;Nr budynku ojca;Nr mieszkania ojca;Kod pocztowy ojca;Dzielnica ojca;Miejscowość ojca;Kod SIMC miejscowości ojca;Gmina ojca;Kod TERC gminy ojca;Powiat ojca;Kod TERC powiatu ojca;Województwo ojca;Kod TERC województwa ojca;Rodzaj rejestracji;Orzeczenie o potrzebie kształcenia specjalnego;Orzeczenie o niepełnosprawności;Planowany rok ukończenia gimnazjum;Numer systemowy gimnazjum macierzystego;Gimnazjum aktywne;Nazwa gimnazjum macierzystego;Adres gimnazjum spoza listy;Ulica gimnazjum macierzystego;Nr budynku gimnazjum macierzystego;Kod pocztowy gimnazjum macierzystego;Dzielnica gimnazjum macierzystego;Miejscowość gimnazjum macierzystego;Kod SIMC miejscowości gimnazjum macierzystego;Gmina gimnazjum macierzystego;Kod TERC gminy gimnazjum macierzystego;Powiat gimnazjum macierzystego;Kod TERC powiatu gimnazjum macierzystego;Województwo gimnazjum macierzystego;Kod TERC województwa gimnazjum macierzystego;Numer systemowy organu prowadzącego gimnazjum macierzyste;Nazwa organu prowadzącego gimnazjum macierzyste;Liczba wybranych szkół;Liczba wybranych oddziałów;Stan weryfikacji podania;Stan weryfikacji osiągnięć;Średnia liczba punktów dla wszystkich preferencji;Nazwa szkoły, w której kandydat został zakwalifikowany;Typ szkoły, w której kandydat został zakwalifikowany;Ulica szkoły, w której kandydat został zakwalifikowany;Nr budynku szkoły, w której kandydat został zakwalifikowany;Kod pocztowy szkoły, w której kandydat został zakwalifikowany;Dzielnica szkoły, w której kandydat został zakwalifikowany;Miejscowość szkoły, w której kandydat został zakwalifikowany;Kod SIMC miejscowości szkoły, w której kandydat został zakwalifikowany;Gmina szkoły, w której kandydat został zakwalifikowany;Kod TERC gminy szkoły, w której kandydat został zakwalifikowany;Powiat szkoły, w której kandydat został zakwalifikowany;Kod TERC powiatu szkoły, w której kandydat został zakwalifikowany;Województwo szkoły, w której kandydat został zakwalifikowany;Kod TERC województwa szkoły, w której kandydat został zakwalifikowany;Numer systemowy oddziału, w którym kandydat został zakwalifikowany;(Symbol) Nazwa oddziału, w którym kandydat został zakwalifikowany;Liczba punktów z jaką kandydat został zakwalifikowany;Numer systemowy organu prowadzącego szkołę przyjęcia;Nazwa organu prowadzącego szkołę przyjęcia;Nazwa szkoły, w której kandydat został przyjęty;Typ szkoły, w której kandydat został przyjęty;Ulica szkoły, w której kandydat został przyjęty;Nr budynku szkoły, w której kandydat został przyjęty;Kod pocztowy szkoły, w której kandydat został przyjęty;Dzielnica szkoły, w której kandydat został przyjęty;Miejscowość szkoły, w której kandydat został przyjęty;Kod SIMC miejscowości szkoły, w której kandydat został przyjęty;Gmina szkoły, w której kandydat został przyjęty;Kod TERC gminy szkoły, w której kandydat został przyjęty;Powiat szkoły, w której kandydat został przyjęty;Kod TERC powiatu szkoły, w której kandydat został przyjęty;Województwo szkoły, w której kandydat został przyjęty;Kod TERC województwa szkoły, w której kandydat został przyjęty;Numer systemowy oddziału, w którym kandydat został przyjęty;(Symbol) Nazwa oddziału, w którym kandydat został przyjęty;Nazwa zawodu;Liczba punktów z jaką kandydat został przyjęty;Tryb przyjęcia;Inny powód przyjęcia;Identyfikator szkoły źródłowej;polski;angielski;niemiecki;francuski;wloski;hiszpanski;rosyjski;matematyka;fizyka;informatyka;historia;biologia;chemia;geografia;wos;zajęcia techniczne;zajęcia artystyczne;edukacja dla bezpieczeństwa;plastyka;muzyka;wf;religia/etyka;zachowanie;Świadectwo z wyróżnieniem;Wynik egzaminu gimnazjalnego z języka polskiego;Wynik egzaminu gimnazjalnego z matematyki;Wynik egzaminu gimnazjalnego z historii i wosu;Wynik egzaminu gimnazjalnego z przedmiotów przyrodniczych;Wynik egzaminu gimnazjalnego z języka obcego na poziomie podstawowym;Wynik egzaminu gimnazjalnego z języka obcego na poziomie rozszerzonym;Status olimpijczyka;Status laureata
15855;66666666666;Jonczyk;Konrad Krystian;666666666;null;ulica1;35;;98-220;brak;Krobanów;721751;Zduńska Wola;1019042;zduńskowolski;1019;ŁÓDZKIE;10;imie matki;;;ulica1;35;;98-220;brak;Krobanów;721751;Zduńska Wola;1019042;zduńskowolski;1019;ŁÓDZKIE;10;imie ojca;;;ulica1;36;;98-220;brak;Krobanów;721751;Zduńska Wola;1019042;zduńskowolski;1019;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;brak danych;209;nie;Gimnazjum w Janiszewicach;;;17;98-220;brak;Janiszewice;721679;Zduńska Wola;1019042;zduńskowolski;1019;ŁÓDZKIE;10;22;Starostwo Powiatowe w Zduńskiej Woli;3;3;podanie zaakceptowane;osiągnięcia zaakceptowane;126,4666667;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;313;(1(a+b)TE) Technik elektronik (ang*-niem*);129.8;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;313;(1(a+b)TE) Technik elektronik (ang*-niem*);Technik elektronik;129.8;Przyjęcie w ramach przydziału;;;4;4;null;null;null;null;3;6;5;5;4;4;4;4;4;5;5;4;4;5;5;5;6;nie;81;97;81;57;73;63;nie;nie
14486;66666666666;Jakubowski;Jakub;666666666;null;ulica1;82;;98-161;brak;Pstrokonie;721290;Zapolice;1019032;zduńskowolski;1019;ŁÓDZKIE;10;imie matki;;;ulica1;82;;98-161;brak;Pstrokonie;721290;Zapolice;1019032;zduńskowolski;1019;ŁÓDZKIE;10;imie ojca;;;ulica1;82;;98-161;brak;Pstrokonie;721290;Zapolice;1019032;zduńskowolski;1019;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;2015;211;nie;Gimnazjum w Zapolicach;;ul.Główna;19;98-161;brak;Zapolice;721515;Zapolice;1019032;zduńskowolski;1019;ŁÓDZKIE;10;22;Starostwo Powiatowe w Zduńskiej Woli;2;2;podanie zaakceptowane;osiągnięcia zaakceptowane;128,4;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;313;(1(a+b)TE) Technik elektronik (ang*-niem*);128.4;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;313;(1(a+b)TE) Technik elektronik (ang*-niem*);Technik elektronik;128.4;Przyjęcie w ramach przydziału;;;5;5;3;null;null;null;null;4;5;5;5;5;4;5;6;6;6;6;5;6;6;6;6;tak;75;48;84;57;93;78;nie;nie
18410;66666666666;Stasiak;Julian;666666666;null;ulica1;13;;98-200;brak;Sieradz;976050;Sieradz;1014011;sieradzki;1014;ŁÓDZKIE;10;imie matki;;;ulica1;13;;98-200;brak;Sieradz;976050;Sieradz;1014011;sieradzki;1014;ŁÓDZKIE;10;imie ojca;;;ulica1;13;;98-200;brak;Sieradz;976050;Sieradz;1014011;sieradzki;1014;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;2015;153;nie;Publiczne Gimnazjum Nr 3 (Sieradz);;Broniewskiego;30;98-200;brak;Sieradz;976050;Sieradz;1014011;sieradzki;1014;ŁÓDZKIE;10;18;Starostwo Powiatowe w Sieradzu;2;3;podanie zaakceptowane;osiągnięcia zaakceptowane;127,2666667;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;313;(1(a+b)TE) Technik elektronik (ang*-niem*);126.6;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;313;(1(a+b)TE) Technik elektronik (ang*-niem*);Technik elektronik;126.6;Przyjęcie w ramach przydziału;;;3;6;4;null;null;null;null;5;5;5;3;3;4;3;4;3;3;5;5;4;5;null;4;nie;75;90;59;79;100;98;nie;nie
21613;66666666666;Gałka;Dawid Mariusz;666666666;null;ulica1;4;;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;imie matki;;;ulica1;4;;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;imie ojca;;;ulica1;4;;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;2015;203;nie;Publiczne Gimnazjum nr 2 w Zduńskiej Woli;;Łaska;84;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;22;Starostwo Powiatowe w Zduńskiej Woli;2;2;podanie zaakceptowane;osiągnięcia zaakceptowane;126;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;313;(1(a+b)TE) Technik elektronik (ang*-niem*);126;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;313;(1(a+b)TE) Technik elektronik (ang*-niem*);Technik elektronik;126;Przyjęcie w ramach przydziału;;;4;5;4;null;null;null;null;4;5;5;4;4;4;4;4;5;5;5;5;5;4;5;5;nie;72;62;81;75;100;95;nie;nie
17425;66666666666;Kapica;Jakub Wacław;666666666;null;ulica1;32E;;98-200;brak;Sieradz;976050;Sieradz;1014011;sieradzki;1014;ŁÓDZKIE;10;imie matki;;;ulica1;32E;;98-200;brak;Sieradz;976050;Sieradz;1014011;sieradzki;1014;ŁÓDZKIE;10;imie ojca;;;ulica1;32E;;98-200;brak;Sieradz;976050;Sieradz;1014011;sieradzki;1014;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;brak danych;161;nie;Publiczne Gimnazjum Gminy Sieradz;;Armii Krajowej;5;98-200;brak;Sieradz;976050;Sieradz;1014011;sieradzki;1014;ŁÓDZKIE;10;18;Starostwo Powiatowe w Sieradzu;2;14;podanie zaakceptowane;osiągnięcia zaakceptowane;124,8;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;313;(1(a+b)TE) Technik elektronik (ang*-niem*);124.8;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;313;(1(a+b)TE) Technik elektronik (ang*-niem*);Technik elektronik;124.8;Przyjęcie w ramach przydziału;;;3;5;3;null;null;null;null;4;4;5;3;3;3;3;4;5;5;3;4;3;4;5;5;nie;75;72;88;71;98;98;nie;nie
8180;66666666666;Biskup;Krystian Marek;666666666;null;ulica1;1;43;98-100;brak;Łask;976296;Łask;1003024;łaski;1003;ŁÓDZKIE;10;imie matki;;;ulica1;1;43;98-100;brak;Łask;976296;Łask;1003024;łaski;1003;ŁÓDZKIE;10;imie ojca;;;ulica1;1;43;98-100;brak;Łask;976296;Łask;1003024;łaski;1003;ŁÓDZKIE;10;Rejestrowany przez gimnazjum;nie;nie;2015;300;tak;Publiczne Gimnazjum nr 1 w Łasku;;Narutowicza;28;98-100;brak;Łask;976296;Łask;1003024;łaski;1003;ŁÓDZKIE;10;25;Powiat Łaski;2;4;podanie zaakceptowane;osiągnięcia zaakceptowane;121,3;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;313;(1(a+b)TE) Technik elektronik (ang*-niem*);121.8;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;313;(1(a+b)TE) Technik elektronik (ang*-niem*);Technik elektronik;121.8;Przyjęcie w ramach przydziału;;;4;5;4;null;null;null;null;4;5;5;4;4;4;4;3;5;6;4;5;6;6;null;6;nie;53;72;78;71;80;null;nie;nie
16611;66666666666;Waszak;Damian Mateusz;666666666;null;ulica1;12a;;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;imie matki;;;ulica1;12a;;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;imie ojca;;;ulica1;12a;;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;2015;204;nie;Publiczne Gimnazjum nr 3 w Zduńskiej Woli;;ul.1 Maja;27;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;22;Starostwo Powiatowe w Zduńskiej Woli;1;2;podanie zaakceptowane;osiągnięcia zaakceptowane;120,8;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;313;(1(a+b)TE) Technik elektronik (ang*-niem*);120.8;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;313;(1(a+b)TE) Technik elektronik (ang*-niem*);Technik elektronik;120.8;Przyjęcie w ramach przydziału;;;4;4;4;null;null;null;null;4;4;5;6;5;4;5;6;5;5;5;5;5;5;6;6;tak;66;45;94;46;88;70;nie;nie
19157;66666666666;Wojcieszak;Bartłomiej;666666666;null;ulica1;92;;98-200;brak;Sieradz;976050;Sieradz;1014011;sieradzki;1014;ŁÓDZKIE;10;imie matki;;;ulica1;92;;98-200;brak;Sieradz;976050;Sieradz;1014011;sieradzki;1014;ŁÓDZKIE;10;imie ojca;;;ulica1;92;;98-200;brak;Sieradz;976050;Sieradz;1014011;sieradzki;1014;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;brak danych;151;nie;Publiczne Gimnazjum Nr 1 (Sieradz);;Aleja Grunwaldzka;10;98-200;brak;Sieradz;976050;Sieradz;1014011;sieradzki;1014;ŁÓDZKIE;10;18;Starostwo Powiatowe w Sieradzu;3;7;podanie zaakceptowane;osiągnięcia zaakceptowane;119,6571429;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;313;(1(a+b)TE) Technik elektronik (ang*-niem*);120.8;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;313;(1(a+b)TE) Technik elektronik (ang*-niem*);Technik elektronik;120.8;Przyjęcie w ramach przydziału;;;4;4;4;null;null;null;null;5;3;5;4;4;4;4;3;3;5;5;5;6;4;5;4;nie;69;62;84;79;90;80;nie;nie
8250;66666666666;Rafalski;Wojciech;666666666;null;ulica1;25;38;98-100;brak;Łask;976296;Łask;1003024;łaski;1003;ŁÓDZKIE;10;imie matki;;;ulica1;25;38;98-100;brak;Łask;976296;Łask;1003024;łaski;1003;ŁÓDZKIE;10;imie ojca;;;ulica1;1;19;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;Rejestrowany przez gimnazjum;nie;nie;2015;300;tak;Publiczne Gimnazjum nr 1 w Łasku;;Narutowicza;28;98-100;brak;Łask;976296;Łask;1003024;łaski;1003;ŁÓDZKIE;10;25;Powiat Łaski;2;3;podanie zaakceptowane;osiągnięcia zaakceptowane;120,2;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;313;(1(a+b)TE) Technik elektronik (ang*-niem*);120.2;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;313;(1(a+b)TE) Technik elektronik (ang*-niem*);Technik elektronik;120.2;Przyjęcie w ramach przydziału;;;4;5;4;null;null;null;null;4;4;5;4;4;3;4;3;5;5;5;5;5;5;null;5;nie;69;62;59;71;100;95;nie;nie
19366;66666666666;Boroń;Stanisław;666666666;null;ulica1;13;;98-100;brak;Orchów;707136;Łask;1003025;łaski;1003;ŁÓDZKIE;10;imie matki;;;ulica1;13;;98-100;brak;Orchów;707136;Łask;1003025;łaski;1003;ŁÓDZKIE;10;imie ojca;;;ulica1;13;;98-100;brak;Orchów;707136;Łask;1003025;łaski;1003;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;2015;Gimnazjum spoza listy;nie;Gimnazjum im. św. Wincentego a Paulo w Pabianicach ;95-200 Pabianice ul. Zamkowa 39;;;;;;;;;;;;;;;3;8;podanie zaakceptowane;osiągnięcia zaakceptowane;118,7;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;313;(1(a+b)TE) Technik elektronik (ang*-niem*);119.2;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;313;(1(a+b)TE) Technik elektronik (ang*-niem*);Technik elektronik;119.2;Przyjęcie w ramach przydziału;;;4;4;4;null;null;null;null;3;4;4;3;3;4;3;4;4;5;4;6;5;5;5;5;nie;78;100;66;64;73;63;nie;nie
21635;66666666666;Brożyński;Michał Maksymilian;666666666;null;ulica1;8;2;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;imie matki;;;ulica1;8;2;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;imie ojca;;;ulica1;8;2;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;2015;1;nie;Gimnazjum nr 1;;ul. Sterlinga;24;90-212;brak;Łódź;957650;Łódź;1061011;Łódź;1061;ŁÓDZKIE;10;1;Urząd Miasta Łodzi (Wydział Edukacji);3;3;podanie zaakceptowane;osiągnięcia zaakceptowane;116;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;313;(1(a+b)TE) Technik elektronik (ang*-niem*);119;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;313;(1(a+b)TE) Technik elektronik (ang*-niem*);Technik elektronik;119;Przyjęcie w ramach przydziału;;;4;5;3;null;null;null;null;4;4;5;3;3;3;2;3;4;5;3;5;4;6;6;5;nie;63;72;63;54;88;85;nie;nie
5914;66666666666;Badziak;Przemysław;666666666;null;ulica1;1a;;98-133;brak;Buczek;700387;Buczek;1003012;łaski;1003;ŁÓDZKIE;10;imie matki;;;ulica1;1a;;98-133;brak;Buczek;700387;Buczek;1003012;łaski;1003;ŁÓDZKIE;10;imie ojca;;;ulica1;1a;;98-133;brak;Buczek;700387;Buczek;1003012;łaski;1003;ŁÓDZKIE;10;Rejestrowany przez gimnazjum;nie;nie;2015;306;tak;Gimnazjum Publiczne w Buczku;;Szkolna;3a;98-113;brak;Buczek;700387;Buczek;1003012;łaski;1003;ŁÓDZKIE;10;25;Powiat Łaski;2;3;podanie zaakceptowane;osiągnięcia zaakceptowane;118,8;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;313;(1(a+b)TE) Technik elektronik (ang*-niem*);118.8;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;313;(1(a+b)TE) Technik elektronik (ang*-niem*);Technik elektronik;118.8;Przyjęcie w ramach przydziału;;;4;5;4;null;null;null;null;4;4;5;4;4;4;4;5;5;5;3;4;4;4;5;5;nie;59;62;69;71;88;85;nie;nie
15466;66666666666;Leszczyk;Krzysztof;666666666;null;ulica1;19;;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;imie matki;;;ulica1;19;;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;imie ojca;;;ulica1;19;;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;2015;204;nie;Publiczne Gimnazjum nr 3 w Zduńskiej Woli;;ul.1 Maja;27;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;22;Starostwo Powiatowe w Zduńskiej Woli;2;2;podanie zaakceptowane;osiągnięcia zaakceptowane;116;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;313;(1(a+b)TE) Technik elektronik (ang*-niem*);117;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;313;(1(a+b)TE) Technik elektronik (ang*-niem*);Technik elektronik;117;Przyjęcie w ramach przydziału;;;4;4;4;null;null;null;null;4;4;5;4;5;5;4;5;5;6;5;6;6;6;5;6;tak;50;66;75;46;73;63;nie;nie
17157;66666666666;Chmyłko;Jakub;666666666;null;ulica1;21 F;;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;imie matki;;;ulica1;21 F;;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;imie ojca;;;ulica1;21 F;;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;brak danych;209;nie;Gimnazjum w Janiszewicach;;;17;98-220;brak;Janiszewice;721679;Zduńska Wola;1019042;zduńskowolski;1019;ŁÓDZKIE;10;22;Starostwo Powiatowe w Zduńskiej Woli;2;3;podanie zaakceptowane;osiągnięcia zaakceptowane;116;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;313;(1(a+b)TE) Technik elektronik (ang*-niem*);116;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;313;(1(a+b)TE) Technik elektronik (ang*-niem*);Technik elektronik;116;Przyjęcie w ramach przydziału;;;4;4;null;null;null;null;4;3;3;4;3;3;3;3;3;4;4;3;4;4;3;null;3;nie;88;69;78;75;90;70;nie;nie
15946;66666666666;Świniarski;Mariusz Szymon;666666666;null;ulica1;60a;;98-161;brak;Pstrokonie;721290;Zapolice;1019032;zduńskowolski;1019;ŁÓDZKIE;10;imie matki;;;ulica1;60a;;98-161;brak;Pstrokonie;721290;Zapolice;1019032;zduńskowolski;1019;ŁÓDZKIE;10;imie ojca;;;ulica1;60a;;98-161;brak;Pstrokonie;721290;Zapolice;1019032;zduńskowolski;1019;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;brak danych;211;nie;Gimnazjum w Zapolicach;;ul.Główna;19;98-161;brak;Zapolice;721515;Zapolice;1019032;zduńskowolski;1019;ŁÓDZKIE;10;22;Starostwo Powiatowe w Zduńskiej Woli;2;2;podanie zaakceptowane;osiągnięcia zaakceptowane;113,8;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;313;(1(a+b)TE) Technik elektronik (ang*-niem*);114.8;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;313;(1(a+b)TE) Technik elektronik (ang*-niem*);Technik elektronik;114.8;Przyjęcie w ramach przydziału;;;5;4;3;null;null;null;null;4;5;5;5;4;3;5;5;6;5;5;5;6;5;null;5;nie;66;59;78;61;60;43;nie;nie
